,tweet,sentiment,id,created_at,link
477637,"I still can't believe 1 share of $CMG is worth 2x-3x more than $NVDA and $TSLA lol 😆 God!   I so slept on Chipotle, probably because I'm not much of a fan 🤷🏻‍♂️..  ",0,1325853049512816640,2020-11-09 18:29:34,https://twitter.com/MrRozaySays/status/1325853049512816640
1067377,Tesla's Surprise Profit Conceals Deteriorating Fundamentals $TSLA Profits largely ephemeral lol 😂Love this piece $tslaq,-1,1187334001343762434,2019-10-24 13:44:20,https://twitter.com/Commuternyc/status/1187334001343762434
608425,True. But $TSLA doesn’t necessarily follow the market.,0,1301769209534451713,2020-09-04 08:28:59,https://twitter.com/ChrisDungeon/status/1301769209534451713
383777,There it is lol $TSLA,0,1340037759155666944,2020-12-18 21:54:33,https://twitter.com/AlmightyMek/status/1340037759155666944
345133,Getting short $TSLA here - $650 lets go.,-1,1346116235621122049,2021-01-04 16:28:14,https://twitter.com/_traderx_/status/1346116235621122049
629939,Adding crazy amount of CFD shorts on $TSLA here. Money coming.,-1,1300448930270973955,2020-08-31 17:02:40,https://twitter.com/thestocklords/status/1300448930270973955
954551,$TSLA Whaaaaaaat!? Major FOMO has got to be pushing this up. Absurd!,0,1224399182716227591,2020-02-03 19:28:08,https://twitter.com/DanMillerSEA/status/1224399182716227591
903378," Zac ""the first manufacturer that will make an EV that you'll want to drive is going to be $TSLA.""  Zac basically suggests that people continue to drive ICE until they can afford a $TSLA.  Don't compromise &amp; buy an EV from an ICE maker. Drive ICE until you can buy $TSLA.  Logic.",1,1232618547970551809,2020-02-26 11:48:57,https://twitter.com/NickytaLeb/status/1232618547970551809
972293,Let me give it a try for $tsla community,0,1220538121621606400,2020-01-24 03:45:39,https://twitter.com/tslaevangelist/status/1220538121621606400
264212,This is like owning $tsla at IPO. Worlds largest mineral deposit and you can own it for .60c!?!? This will be $100 stock in 5 years.   Public Private partnership.,1,1355189675149942787,2021-01-29 17:22:51,https://twitter.com/kbeckermd/status/1355189675149942787
1196176,That's sucks bro. Hopefully the parts arrive soon here! Was this AutoPilot related?  #WhereAreTheParts $TSLA,0,1126670471360057344,2019-05-10 04:09:07,https://twitter.com/ShortingIsFun/status/1126670471360057344
206674,"If i had to guess, tech breaks next week. $QQQ $TSLA $AAPL  ",-1,1362820708221485061,2021-02-19 18:45:51,https://twitter.com/everytimeicash/status/1362820708221485061
500026,$TSLA  wow you nailed. Hands down master.,1,1319008701764730880,2020-10-21 22:12:35,https://twitter.com/JohnBerHaja/status/1319008701764730880
422479,What an eod run on $TSLA 🤩,1,1334995006545829888,2020-12-04 23:56:27,https://twitter.com/commandenteSD/status/1334995006545829888
787281,Tesla Begins Canceling Solar Roof Orders $TSLA   $SPY,-1,1271589860193665025,2020-06-13 01:47:02,https://twitter.com/MarketFollows/status/1271589860193665025
502986,Likely why $TSLA off so much today.  Would require a one-time charge of $1/share.  And the problem has been fixed.,0,1318554758760833025,2020-10-20 16:08:46,https://twitter.com/garyblack00/status/1318554758760833025
1278296,buyers so far are stubborn under 286 in $TSLA i would like to see them go away before this market reverses,0,1102613400872456199,2019-03-04 17:54:54,https://twitter.com/TakingStock21/status/1102613400872456199
865208," So how does Jay feel about companies in highly impacted industries like auto manufacturing, that haven’t given even a basic business update or even withdrawn prior guidance?  $TSLA is doing the exact opposite of what Jay says is appropriate.",1,1247507652906713089,2020-04-07 14:52:56,https://twitter.com/bgrahamdisciple/status/1247507652906713089
978561,Great trading Thor! $TSLA is our new buddy!   And $BYND was not an easy ticker to trade but wow they have been fun to have on watch this month. 🙌,1,1219646713864114182,2020-01-21 16:43:31,https://twitter.com/CarlosmBBT/status/1219646713864114182
561859,This is the reason why shareholder meetings are boring… We are lucky to have Elon in the shareholder meeting. $TSLA,1,1308508270433316866,2020-09-22 22:47:37,https://twitter.com/akidesir/status/1308508270433316866
321986,"I've played puts on $TSLA twice. Made money the first time when spot price went down, made money the second time when spot price went up. No wonder it does so much option volume. Its just a perpetual IV generator",0,1347648849943392262,2021-01-08 21:58:18,https://twitter.com/NotBistro/status/1347648849943392262
1291012,"As a refresher. $TSLA Panasonic and Tesla Sign Agreement for the Gigafactory | Tesla, Inc.  ",1,1099925627325493250,2019-02-25 07:54:39,https://twitter.com/Danstringer74/status/1099925627325493250
1168086,"Swimming against the current, and losing | $SPX $TSLA $DIA $COMPQ | #markets #heikinashi #trendfollowing    ",0,1135216734296825856,2019-06-02 18:08:55,https://twitter.com/educofin/status/1135216734296825856
56049,"$TSLA Tesla Splitting Again? It looks that way! Wow, this be an insane JOLT to the shorts wallets, lmao, I think Elon will split the shares again soon! ✅✅✅",1,1381810456537530372,2021-04-13 05:24:20,https://twitter.com/newyorkbling/status/1381810456537530372
661685,"Insider Zachary Kirkhorn reports selling 250 shares of $TSLA for a total cost of $419,465.00  ",-1,1296262153113083904,2020-08-20 03:45:55,https://twitter.com/fintel_io/status/1296262153113083904
802284,$TSLA new highs here we come,1,1267525803690033153,2020-06-01 20:37:55,https://twitter.com/JPOW_Capital/status/1267525803690033153
261365," Interesting. I own 13/15, sold $TSLA at its peak &amp; $PINS too early. Also in $PDD &amp; $OZON.",-1,1355462460468310016,2021-01-30 11:26:48,https://twitter.com/HorstEmker/status/1355462460468310016
568150,"   I've never used the word ""assiduously"" in my life; I can barely spell it; no, I'm just trying to track down who Bagholder Quotes is; I've guess it's TC, but I might be wrong; w/ that said, there's  everywhere in this $TSLA $TSLAQ show on $TWTR; ex-Navy gives some of it away",0,1308025427735334913,2020-09-21 14:48:58,https://twitter.com/patrickcomack/status/1308025427735334913
970936,$TSLA #TESLA China is seriously next LVL. Let's do some catch-up in North America guys,1,1221087910881103872,2020-01-25 16:10:19,https://twitter.com/ByeonChansoo/status/1221087910881103872
485769,Straight up 🔝 $TSLA,1,1322272693610110982,2020-10-30 21:22:31,https://twitter.com/PhilWoodward13/status/1322272693610110982
1041309,"I’m considering getting a pickup for convenience and even told my wife I’ll consider the $tsla if they seem to get their quality straightened out.   I didn’t watch the #Cybertruck event last night, but just saw the recap.   HAHAHAHAHAHA  HAHAHAHAHAHA  HAHAHAHAHAHA",1,1197935721081966593,2019-11-22 18:51:47,https://twitter.com/CorpFin_Guy/status/1197935721081966593
243317,"$TSLA Tesla's Rumored $25,000 Model 2 For China Could Be Unveiled In Late 2021. This will allow normal people to be able to drive Tesla's further advancing the EV  goal.",1,1358634856226422785,2021-02-08 05:32:46,https://twitter.com/HustleCharter/status/1358634856226422785
1022355,Only 2 in 5 bulls recommend buying a Tesla this month 🤔 $tsla $tslaq,0,1206644434579939334,2019-12-16 19:37:06,https://twitter.com/Marshmall0wpeep/status/1206644434579939334
1023130,Sold half $tsla call for 40%,-1,1206586346388606977,2019-12-16 15:46:16,https://twitter.com/data168/status/1206586346388606977
51167,Love it. Your assumptions are pretty reasonable. I’m still on the $TSLA is undervalued train. Thanks for the tag,1,1382125903707303936,2021-04-14 02:17:48,https://twitter.com/BabyYodaCapital/status/1382125903707303936
324837,$TSLA shorts just keep adding fuel to the 🔥,1,1347577252066652160,2021-01-08 17:13:48,https://twitter.com/AaronKlein10X/status/1347577252066652160
1288411,June 2018 Theranos CEO Elizabeth Holmes Federally Indicted by grand jury stemming from a DOJ criminal investigation. September 2018 Tesla &amp; CEO Elon Musk are UNDER DOJ criminal investigation. Hmmmm wonder what's next for Musk🔥🔥🔥🔥? At least Holmes kept off $TWTR  $TSLA $TSLAQ,-1,1100474387755495424,2019-02-26 20:15:14,https://twitter.com/MelaynaLokosky/status/1100474387755495424
230517,$TSLA daily head shoulders. cute.,0,1359527947854622723,2021-02-10 16:41:36,https://twitter.com/TweetLeni/status/1359527947854622723
348761,"Same people short $TSLA , they fear everything they don’t understand rather than just do simple research",1,1345463804533075970,2021-01-02 21:15:43,https://twitter.com/uncleXzoom/status/1345463804533075970
667295,"$TSLA Each stockholder of record on August 21, 2020 will receive a dividend of four additional shares of common stock for each then-held share, to be distributed after close of trading on August 28, 2020 . Trading will begin on a stock split-adjusted basis on August 31, 2020",1,1295560259235266560,2020-08-18 05:16:50,https://twitter.com/67Acres/status/1295560259235266560
1098298,Instead of getting annoyed that the press has ignored Jeff Dahn’s research on a million mile battery I’ve decided to just enjoy thinking about how 10 years from now we can think back on all the ways it helped accelerate the transition to clean transportation+energy  #tesla $tsla,1,1170867524587507713,2019-09-09 03:12:26,https://twitter.com/facts_tesla/status/1170867524587507713
128053,"Dropping $1,500 on $ARKF $ARKQ $ARKW. I'd move more just in to $TSLA but it's obvious institutions are profit taking lol #Tesla is already in an ARK portfolio regardless. We've got the #stimmy coming through too lol. Probably putting half in the I.R.A which I'll be trading out of",-1,1371512591453945858,2021-03-15 18:24:17,https://twitter.com/MikeRomasanta/status/1371512591453945858
835568,"“Three things cannot be long hidden: the sun, the moon, and the truth”  “But accounts receivable, COGS, and transactions with related parties? Well, that’s a whole different story!”  #ElonMusk now sitting under the Bodhi tree? LOL!  $TSLA",0,1256275916130484226,2020-05-01 19:34:53,https://twitter.com/CantillonCH/status/1256275916130484226
42645," $NMGRD.   Noveau Monde Graphite  Substantially undervalued.  ""Graphite is the new gold.""  Development partnership with $TSLA? $VWAGY?  Will be the largest producer of graphite in the Western Hemisphere.  Uplisting to the NYSE within days.     ",0,1383117060335538176,2021-04-16 19:56:18,https://twitter.com/WCoastGuynCA/status/1383117060335538176
183713,$TSLA Troubles incoming for Elon?,0,1364992464558452738,2021-02-25 18:35:38,https://twitter.com/ParagonStocks/status/1364992464558452738
354281,Welcome 700 🔋⚡️⚡️  $TSLA,1,1344674201442131969,2020-12-31 16:58:07,https://twitter.com/DionisiotraderZ/status/1344674201442131969
1049356,What Happened in the Stock Market Today  #stocks $TSLA $DIS $^GSPC $^DJI,0,1194811949701357570,2019-11-14 03:59:01,https://twitter.com/thegreenisback/status/1194811949701357570
1300233,"Hey maybe publicly traded #Twitter $TWTR would like to explain how an Elon Musk tweet posted at 12:59 pm had only 2,026 up until 4:28 pm, then in that same minute (4:28 pm) jumped to 20.5k likes? 🤔 #Astroturfing #CaseStudy #SocialMedia #Fraud  #Manipulation $TSLA #Tesla $TSLAQ  ",0,1095467723776176129,2019-02-13 00:40:32,https://twitter.com/MelaynaLokosky/status/1095467723776176129
982532,"$TSLA bulls and bears, 2020 is all about China",0,1217944078530183174,2020-01-16 23:57:51,https://twitter.com/UpUpUp24223983/status/1217944078530183174
1203837,Correction - $2B buys 2 quarters of cash burn.  Assuming June &amp; Nov. maturities get paid leaves about $1.4 for operations.  $TSLA,0,1123944973206982656,2019-05-02 15:38:58,https://twitter.com/ContrarianShort/status/1123944973206982656
741866,EA Robot #FX init... Buy $USDJPY at $106.912 Stop Loss at $106.1636 Volume: 0.17 lots Minimum free margin: 488% Trade with me:    #Neowise $EURUSD #crypto #trading #FX初心者 #forexsignals $TSLA #DDTG #fintwit #ForexEA #forex,0,1282242378544361473,2020-07-12 11:16:20,https://twitter.com/commodi08973633/status/1282242378544361473
1151458,True statement. IF AP was truly safer why disable it?  $TSLA,-1,1141393953742303232,2019-06-19 19:14:59,https://twitter.com/ShortingIsFun/status/1141393953742303232
743171,EA Robot #FX init... Sell $USDHUF at $312.3 Stop Loss at $312.9246 Volume: 0.23 lots Minimum free margin: 484% Trade Fx options:    $EURGBP #furry $EURUSD #trading $TSLA #DDTG #fintwit #forextrading #forexEA,0,1281926179042336770,2020-07-11 14:19:52,https://twitter.com/commodi08973633/status/1281926179042336770
225547,$TSLA ramping to bounce back at $812 wall?,1,1359952961259069441,2021-02-11 20:50:27,https://twitter.com/pslucky13/status/1359952961259069441
921353,$TSLA  trying but still....hmmm...,0,1227968456361824256,2020-02-13 15:51:09,https://twitter.com/LAVAoption/status/1227968456361824256
1268234,Yep under $250 the ground starts shaking for Musk and company $tsla $tslaq,-1,1105426196970520577,2019-03-12 12:11:57,https://twitter.com/Commuternyc/status/1105426196970520577
519105," Hello, if you want to learn more about  reversal candlesticks, quick read   Thank you! $AAPL $MRNA $PTON $TSLA",0,1316937724012658689,2020-10-16 05:03:15,https://twitter.com/EdSoros/status/1316937724012658689
783505,"Select $COF  Sure thing, buy at $73.60  Take Profit: $76.87  Stop Loss: $72.58  Join the chat:    $TSLA $SPY #DDTG #FinTwit #robinhood  ",0,1273134879748874240,2020-06-17 08:06:23,https://twitter.com/commodi08973633/status/1273134879748874240
69710,$TSLA Your A$$ is parked just like the stock right now 😂,0,1379487610381422594,2021-04-06 19:34:10,https://twitter.com/EdwardjViva/status/1379487610381422594
941051,$TSLA has to go over 1000. It’s just too symbolic.,1,1224830951689158657,2020-02-05 00:03:49,https://twitter.com/Cave_man_23/status/1224830951689158657
688983,$TSLA getting ready,1,1291433781405069312,2020-08-06 19:59:41,https://twitter.com/OptionsMinter/status/1291433781405069312
527305,BUY $TSLA 460c at 4.80,1,1315691157561782273,2020-10-12 18:29:50,https://twitter.com/TradingNvs/status/1315691157561782273
323443,"We have identified an unusual $TSLA block that expires on January 15, 2021 with a strike price of $750.00.  996 PUT contracts with a price of $6.40 were purchased at a $637,440 premium.",-1,1347603134328287233,2021-01-08 18:56:39,https://twitter.com/QuantData/status/1347603134328287233
816288,13F shows hedge funds exiting $TSLA last quarter like wildfire.  My goodness. Some of them went from above 10% to zilch,-1,1261273043269070848,2020-05-15 14:31:41,https://twitter.com/jameshasanidea/status/1261273043269070848
630307,I want to trim my $TSLA call but can't because I can do only by phone and on hold for 30 minutes now at,-1,1300443324495454209,2020-08-31 16:40:24,https://twitter.com/PeterTrader99/status/1300443324495454209
1037011,When 🔋 day coming  ? $tsla,1,1199127187682713601,2019-11-26 01:46:14,https://twitter.com/echotoall/status/1199127187682713601
707140,"Index funds and ETFs have not been buying $TSLA stock ahead of possible S&amp;P inclusion. That would alter their performance way ahead of the actual inclusion, if and when it happens.",0,1286380367558189060,2020-07-23 21:19:14,https://twitter.com/ihors3/status/1286380367558189060
857774,$STUDY watch this and get the meaning of this $TSLA win into your head,1,1250241287959326720,2020-04-15 03:55:26,https://twitter.com/DavidWong070197/status/1250241287959326720
